genes	se_fe_4dp	estimate_fe_4dp	foldc_fe_2dp	upperl_fe_2dp	lowerl_fe_2dp	pval_fe_3sig
MX2	0.0226	-0.0017	-1.00	1.03	-1.03	0.94
MXD3	0.0170	-0.0054	-1.00	1.02	-1.03	0.75
MXD4	0.0175	0.0260	1.02	1.04	-1.01	0.138
MXI1	0.0204	-0.0062	-1.00	1.02	-1.03	0.762
MXRA5	0.0194	-0.0113	-1.01	1.02	-1.03	0.561
MXRA7	0.0204	0.0064	1.00	1.03	-1.02	0.754
MXRA8	0.0163	-0.0032	-1.00	1.02	-1.02	0.846
MYBBP1A	0.0160	0.0341	1.02	1.05	1.00	0.0344
MYBL1	0.0442	0.1094	1.08	1.15	1.02	0.0139
MYBL2	0.0139	-0.0318	-1.02	-1.00	-1.04	0.023
MYBPC1	0.0600	0.1072	1.08	1.17	-1.01	0.0749
MYBPC3	0.0138	-0.0109	-1.01	1.01	-1.03	0.432
MYBPH	0.0156	-0.0246	-1.02	1.00	-1.04	0.117
MYC	0.0306	-0.0039	-1.00	1.04	-1.05	0.898
MYCBP2	0.0174	-0.0073	-1.01	1.02	-1.03	0.677
MYCL1	0.0198	0.0101	1.01	1.03	-1.02	0.611
MYCN	0.0296	-0.0397	-1.03	1.01	-1.07	0.182
MYCNOS	0.0440	-0.0492	-1.03	1.03	-1.10	0.267
MYD88	0.0236	-0.0268	-1.02	1.01	-1.05	0.257
MYH10	0.0171	-0.0107	-1.01	1.02	-1.03	0.532
MYH11	0.0696	-0.0686	-1.05	1.05	-1.15	0.325
MYH14	0.0157	-0.0072	-1.00	1.02	-1.03	0.648
MYH9	0.0220	-0.0007	-1.00	1.03	-1.03	0.975
MYL1	0.0251	0.0037	1.00	1.04	-1.03	0.883
MYL10	0.0198	-0.0130	-1.01	1.02	-1.04	0.511
MYL12A	0.0170	-0.0143	-1.01	1.01	-1.03	0.401
MYL12B	0.0187	-0.0236	-1.02	1.01	-1.04	0.208
MYL3	0.0134	0.0337	1.02	1.04	1.01	0.0121
MYL4	0.0141	0.0115	1.01	1.03	-1.01	0.417
MYL5	0.0251	-0.0386	-1.03	1.01	-1.06	0.126
MYL6	0.0241	-0.0022	-1.00	1.03	-1.03	0.928
MYL6B	0.0196	0.0260	1.02	1.05	-1.01	0.185
MYL7	0.0179	-0.0083	-1.01	1.02	-1.03	0.641
MYL9	0.0827	-0.0695	-1.05	1.07	-1.17	0.402
MYLIP	0.0263	-0.0162	-1.01	1.02	-1.05	0.538
MYLK	0.0342	-0.0367	-1.03	1.02	-1.07	0.283
MYLPF	0.0163	-0.0083	-1.01	1.02	-1.03	0.613
MYNN	0.0183	0.0135	1.01	1.03	-1.02	0.462
MYO10	0.0369	-0.0000	-1.00	1.05	-1.05	0.999
MYO15A	0.0168	-0.0327	-1.02	1.00	-1.05	0.0516
MYO15B	0.0200	-0.0080	-1.01	1.02	-1.03	0.689
MYO16	0.0269	0.0215	1.01	1.05	-1.02	0.425
MYO19	0.0191	0.0200	1.01	1.04	-1.01	0.297
MYO1B	0.0234	-0.0255	-1.02	1.01	-1.05	0.277
MYO1C	0.0136	0.0084	1.01	1.02	-1.01	0.536
MYO1D	0.0653	-0.0733	-1.05	1.04	-1.15	0.264
MYO1E	0.0222	-0.0117	-1.01	1.02	-1.04	0.598
MYO1F	0.0196	-0.0441	-1.03	-1.00	-1.06	0.0249
MYO5A	0.0218	-0.0332	-1.02	1.01	-1.05	0.128
MYO5C	0.0271	0.0260	1.02	1.06	-1.02	0.339
MYO6	0.0317	0.0344	1.02	1.07	-1.02	0.278
MYO7A	0.0128	0.0052	1.00	1.02	-1.01	0.685
MYO9A	0.0287	-0.0072	-1.00	1.03	-1.04	0.803
MYO9B	0.0147	-0.0051	-1.00	1.02	-1.02	0.731
MYOC	0.0167	-0.0104	-1.01	1.02	-1.03	0.535
MYOD1	0.0153	0.0235	1.02	1.04	-1.00	0.125
MYOF	0.0392	-0.0704	-1.05	1.00	-1.11	0.0734
MYOG	0.0206	0.0067	1.00	1.03	-1.02	0.747
MYOM1	0.0367	-0.0490	-1.03	1.02	-1.09	0.184
MYOM2	0.0455	0.0119	1.01	1.07	-1.05	0.794
MYOT	0.0537	-0.0183	-1.01	1.06	-1.09	0.734
MYOZ1	0.0146	-0.0148	-1.01	1.01	-1.03	0.314
MYOZ3	0.0144	-0.0110	-1.01	1.01	-1.03	0.446
MYRIP	0.0357	0.0562	1.04	1.09	-1.01	0.117
MYT1L	0.0315	-0.0248	-1.02	1.03	-1.06	0.433
MZB1	0.0137	0.0179	1.01	1.03	-1.01	0.193
MZF1	0.0208	-0.0222	-1.02	1.01	-1.04	0.287
MZT2A	0.0253	0.0502	1.04	1.07	1.00	0.0477
N4BP1	0.0171	0.0014	1.00	1.02	-1.02	0.936
N4BP2L1	0.0216	0.0153	1.01	1.04	-1.02	0.48
N4BP2L2	0.0445	0.0976	1.07	1.14	1.01	0.029
NAA10	0.0155	0.0166	1.01	1.03	-1.01	0.284
NAA11	0.0181	-0.0101	-1.01	1.02	-1.03	0.576
NAA15	0.0257	-0.0223	-1.02	1.02	-1.05	0.385
NAA16	0.0260	0.0369	1.03	1.06	-1.01	0.157
NAA35	0.0160	0.0115	1.01	1.03	-1.01	0.471
NAA38	0.0221	-0.0153	-1.01	1.02	-1.04	0.489
NAA40	0.0183	-0.0204	-1.01	1.01	-1.04	0.265
NAA50	0.0187	-0.0001	-1.00	1.03	-1.03	0.995
NAA60	0.0153	0.0003	1.00	1.02	-1.02	0.984
NAAA	0.0331	0.0646	1.05	1.09	-1.00	0.0534
NAB1	0.0209	0.0197	1.01	1.04	-1.01	0.347
NAB2	0.0209	-0.0272	-1.02	1.01	-1.05	0.193
NABP2	0.0228	-0.0119	-1.01	1.02	-1.04	0.601
NACA	0.0271	0.0034	1.00	1.04	-1.04	0.899
NACAD	0.0307	-0.0687	-1.05	-1.01	-1.09	0.0258
NACC2	0.0294	0.0493	1.03	1.08	-1.01	0.0944
NADK	0.0166	0.0031	1.00	1.03	-1.02	0.851
NADSYN1	0.0192	-0.0336	-1.02	1.00	-1.05	0.0818
NAE1	0.0194	-0.0300	-1.02	1.01	-1.05	0.124
NAGA	0.0237	0.0021	1.00	1.03	-1.03	0.931
NAGK	0.0164	-0.0112	-1.01	1.01	-1.03	0.496
NAGLU	0.0147	-0.0081	-1.01	1.01	-1.03	0.58
NAGPA	0.0270	-0.0171	-1.01	1.03	-1.05	0.526
NAIP	0.0809	-0.0867	-1.06	1.05	-1.19	0.286
NAMPT	0.0275	0.0358	1.03	1.06	-1.01	0.194
NANS	0.0221	0.0301	1.02	1.05	-1.01	0.175
NAP1L1	0.0274	0.0341	1.02	1.06	-1.01	0.215
NAP1L2	0.0302	-0.0247	-1.02	1.02	-1.06	0.414
NAP1L3	0.0370	-0.0079	-1.01	1.05	-1.06	0.83
NAP1L4	0.0184	0.0422	1.03	1.06	1.00	0.0227
NAPA	0.0211	-0.0084	-1.01	1.02	-1.04	0.692
NAPG	0.0212	-0.0394	-1.03	1.00	-1.06	0.0632
NARF	0.0152	-0.0005	-1.00	1.02	-1.02	0.972
NARFL	0.0157	-0.0152	-1.01	1.01	-1.03	0.333
NARG2	0.0223	-0.0544	-1.04	-1.01	-1.07	0.0152
NARS	0.0197	-0.0008	-1.00	1.03	-1.03	0.966
NARS2	0.0277	0.0534	1.04	1.08	-1.00	0.0551
NASP	0.0249	-0.0036	-1.00	1.03	-1.04	0.884
NAT10	0.0162	0.0259	1.02	1.04	-1.00	0.113
NAT2	0.0170	0.0038	1.00	1.03	-1.02	0.822
NAT6	0.0141	-0.0314	-1.02	-1.00	-1.04	0.027
NAT9	0.0157	0.0098	1.01	1.03	-1.01	0.533
NAV2	0.0326	0.0388	1.03	1.07	-1.02	0.234
NAV3	0.0216	0.0183	1.01	1.04	-1.02	0.399
NBAS	0.0207	0.0467	1.03	1.06	1.00	0.0249
NBEA	0.0210	-0.0124	-1.01	1.02	-1.04	0.556
NBEAL2	0.0324	0.0385	1.03	1.07	-1.02	0.236
NBN	0.0255	-0.0437	-1.03	1.00	-1.07	0.0883
NBR1	0.0168	-0.0013	-1.00	1.02	-1.02	0.938
NCALD	0.0335	-0.0145	-1.01	1.04	-1.06	0.666
NCAM1	0.0249	0.0301	1.02	1.06	-1.01	0.228
NCAN	0.0408	0.0092	1.01	1.06	-1.05	0.823
NCAPD2	0.0213	0.0060	1.00	1.03	-1.03	0.779
NCAPD3	0.0161	-0.0136	-1.01	1.01	-1.03	0.399
NCAPG2	0.0146	0.0066	1.00	1.02	-1.02	0.649
NCAPH	0.0200	-0.0283	-1.02	1.01	-1.05	0.16
NCAPH2	0.0165	0.0304	1.02	1.04	-1.00	0.0654
NCBP2	0.0202	0.0068	1.00	1.03	-1.02	0.737
NCDN	0.0426	0.0903	1.06	1.13	1.00	0.035
NCF2	0.0269	-0.0567	-1.04	-1.00	-1.08	0.0365
NCK1	0.0178	-0.0006	-1.00	1.02	-1.02	0.974
NCK2	0.0226	-0.0188	-1.01	1.02	-1.04	0.406
NCKAP1	0.0213	-0.0085	-1.01	1.02	-1.04	0.691
NCKAP1L	0.0189	-0.0292	-1.02	1.01	-1.05	0.124
NCKIPSD	0.0307	0.0479	1.03	1.08	-1.01	0.119
NCL	0.0364	-0.0160	-1.01	1.04	-1.06	0.662
NCLN	0.0262	0.0121	1.01	1.05	-1.03	0.644
NCOA1	0.0201	0.0646	1.05	1.07	1.02	0.00142
NCOA3	0.0176	0.0200	1.01	1.04	-1.01	0.259
NCOA4	0.0158	-0.0001	-1.00	1.02	-1.02	0.993
NCOA6	0.0206	-0.0247	-1.02	1.01	-1.05	0.232
NCOR1	0.0173	0.0115	1.01	1.03	-1.02	0.507
NCOR2	0.0234	-0.0222	-1.02	1.02	-1.05	0.345
NCR3	0.0159	-0.0246	-1.02	1.00	-1.04	0.124
NCRNA00185	0.0757	-0.0888	-1.06	1.04	-1.18	0.243
NCS1	0.0507	0.0039	1.00	1.07	-1.07	0.939
NCSTN	0.0146	-0.0275	-1.02	1.00	-1.04	0.0614
NDE1	0.0231	-0.0043	-1.00	1.03	-1.04	0.853
NDEL1	0.0153	-0.0184	-1.01	1.01	-1.03	0.231
NDFIP1	0.0213	-0.0285	-1.02	1.01	-1.05	0.183
NDN	0.0264	-0.0177	-1.01	1.02	-1.05	0.504
NDNF	0.0311	-0.0085	-1.01	1.04	-1.05	0.785
NDOR1	0.0130	-0.0322	-1.02	-1.00	-1.04	0.0141
NDP	0.0520	-0.0497	-1.04	1.04	-1.11	0.34
NDRG1	0.0328	0.0274	1.02	1.07	-1.03	0.404
NDRG2	0.0360	0.0647	1.05	1.10	-1.00	0.0737
NDRG3	0.0166	-0.0129	-1.01	1.01	-1.03	0.437
NDRG4	0.0340	-0.0302	-1.02	1.03	-1.07	0.375
NDST1	0.0198	-0.0100	-1.01	1.02	-1.03	0.614
NDST2	0.0158	0.0004	1.00	1.02	-1.02	0.979
NDST3	0.0459	0.0206	1.01	1.08	-1.05	0.654
NDUFA1	0.0169	0.0036	1.00	1.03	-1.02	0.833
NDUFA10	0.0243	-0.0089	-1.01	1.03	-1.04	0.714
NDUFA13	0.0252	0.0375	1.03	1.06	-1.01	0.138
NDUFA2	0.0190	0.0141	1.01	1.04	-1.02	0.459
NDUFA3	0.0256	0.0147	1.01	1.05	-1.02	0.568
NDUFA4	0.0155	-0.0067	-1.00	1.02	-1.03	0.665
NDUFA4L2	0.0261	-0.0172	-1.01	1.02	-1.05	0.51
NDUFA5	0.0251	-0.0278	-1.02	1.01	-1.05	0.269
NDUFA6	0.0226	0.0386	1.03	1.06	-1.00	0.0885
NDUFA7	0.0196	0.0253	1.02	1.05	-1.01	0.197
NDUFA8	0.0198	-0.0062	-1.00	1.02	-1.03	0.753
NDUFA9	0.0164	-0.0481	-1.03	-1.01	-1.06	0.0037
NDUFAB1	0.0196	-0.0439	-1.03	-1.00	-1.06	0.0262
NDUFAF1	0.0185	-0.0276	-1.02	1.01	-1.05	0.135
NDUFAF3	0.0202	0.0146	1.01	1.04	-1.02	0.472
NDUFAF4	0.0175	-0.0151	-1.01	1.01	-1.03	0.388
NDUFB1	0.0163	-0.0239	-1.02	1.01	-1.04	0.144
NDUFB11	0.0170	-0.0016	-1.00	1.02	-1.02	0.925
NDUFB2	0.0232	-0.0596	-1.04	-1.01	-1.08	0.0106
NDUFB2.AS1	0.0181	0.0111	1.01	1.03	-1.02	0.542
NDUFB3	0.0184	-0.0315	-1.02	1.00	-1.05	0.0882
NDUFB4	0.0215	-0.0190	-1.01	1.02	-1.04	0.377
NDUFB5	0.0207	0.0095	1.01	1.04	-1.02	0.647
NDUFB6	0.0159	-0.0193	-1.01	1.01	-1.04	0.226
NDUFB7	0.0224	-0.0173	-1.01	1.02	-1.04	0.44
NDUFB8	0.0236	-0.0021	-1.00	1.03	-1.03	0.929
NDUFC1	0.0186	-0.0079	-1.01	1.02	-1.03	0.671
NDUFC2	0.0255	0.0062	1.00	1.04	-1.03	0.809
NDUFS1	0.0332	0.0040	1.00	1.05	-1.04	0.904
NDUFS2	0.0218	-0.0307	-1.02	1.01	-1.05	0.161
NDUFS3	0.0180	-0.0188	-1.01	1.01	-1.04	0.296
NDUFS4	0.0242	-0.0267	-1.02	1.01	-1.05	0.271
NDUFS5	0.0211	-0.0029	-1.00	1.03	-1.03	0.891
NDUFS6	0.0247	0.0065	1.00	1.04	-1.03	0.792
NDUFS7	0.0203	-0.0501	-1.04	-1.01	-1.06	0.014
NDUFS8	0.0185	-0.0226	-1.02	1.01	-1.04	0.222
NDUFV1	0.0223	-0.0040	-1.00	1.03	-1.03	0.856
NDUFV2	0.0176	-0.0079	-1.01	1.02	-1.03	0.655
NEAT1	0.0483	0.0181	1.01	1.08	-1.05	0.708
NEBL	0.0255	0.0186	1.01	1.05	-1.02	0.466
NECAB2	0.0359	-0.0093	-1.01	1.04	-1.06	0.797
NECAB3	0.0157	-0.0102	-1.01	1.01	-1.03	0.517
NECAP1	0.0198	-0.0177	-1.01	1.01	-1.04	0.372
NECAP2	0.0154	0.0512	1.04	1.06	1.01	0.000952
NEDD4L	0.0220	0.0296	1.02	1.05	-1.01	0.179
NEDD8	0.0204	-0.0212	-1.01	1.01	-1.04	0.3
NEDD9	0.0527	-0.0976	-1.07	1.00	-1.15	0.0656
NEFH	0.0579	-0.0620	-1.04	1.04	-1.13	0.285
NEFL	0.0330	0.0181	1.01	1.06	-1.03	0.584
NEFM	0.0471	-0.0513	-1.04	1.03	-1.10	0.277
NEIL1	0.0196	-0.0083	-1.01	1.02	-1.03	0.67
NEK1	0.0257	0.0684	1.05	1.09	1.01	0.00829
NEK11	0.0223	-0.0298	-1.02	1.01	-1.05	0.184
NEK3	0.0313	-0.0638	-1.05	-1.00	-1.09	0.0425
NEK4	0.0206	0.0261	1.02	1.05	-1.01	0.206
NEK7	0.0354	0.0286	1.02	1.07	-1.03	0.419
NEK9	0.0147	0.0021	1.00	1.02	-1.02	0.885
NELF	0.0266	0.0150	1.01	1.05	-1.03	0.572
NELL1	0.0279	-0.0122	-1.01	1.03	-1.05	0.662
NELL2	0.0258	0.0442	1.03	1.07	-1.00	0.0878
NEMF	0.0263	0.0177	1.01	1.05	-1.02	0.502
NENF	0.0156	-0.0220	-1.02	1.01	-1.04	0.159
NEO1	0.0213	0.0209	1.01	1.04	-1.01	0.326
NES	0.0308	0.0066	1.00	1.05	-1.04	0.83
NET1	0.0383	-0.0179	-1.01	1.04	-1.07	0.64
NETO2	0.0327	-0.1104	-1.08	-1.03	-1.13	0.000818
NEU1	0.0247	0.0099	1.01	1.04	-1.03	0.69
NEU3	0.0164	-0.0219	-1.02	1.01	-1.04	0.185
NEURL	0.0257	-0.0066	-1.00	1.03	-1.04	0.798
NEUROD2	0.0229	0.0614	1.04	1.08	1.01	0.00773
NEUROD4	0.0163	0.0233	1.02	1.04	-1.01	0.156
NEUROD6	0.0318	-0.1011	-1.07	-1.03	-1.12	0.00165
NF2	0.0170	0.0256	1.02	1.04	-1.01	0.133
NFASC	0.0319	-0.0325	-1.02	1.02	-1.07	0.309
NFAT5	0.0259	0.0134	1.01	1.05	-1.03	0.605
NFATC1	0.0207	0.0350	1.02	1.05	-1.00	0.093
NFATC2IP	0.0231	0.0255	1.02	1.05	-1.01	0.271
NFATC3	0.0179	0.0072	1.01	1.03	-1.02	0.687
NFATC4	0.0190	-0.0268	-1.02	1.01	-1.05	0.16
NFE2L1	0.0248	-0.0152	-1.01	1.02	-1.05	0.541
NFE2L2	0.0243	-0.0128	-1.01	1.02	-1.04	0.599
NFIB	0.0240	0.0217	1.02	1.05	-1.02	0.367
NFIC	0.0231	-0.0071	-1.00	1.03	-1.04	0.758
NFIL3	0.0510	0.0894	1.06	1.14	-1.01	0.0804
NFKB1	0.0170	-0.0046	-1.00	1.02	-1.03	0.785
NFKB2	0.0262	-0.0173	-1.01	1.02	-1.05	0.509
NFKBIA	0.0443	-0.0195	-1.01	1.05	-1.08	0.66
NFKBIB	0.0153	-0.0123	-1.01	1.01	-1.03	0.424
NFKBIE	0.0212	0.0211	1.01	1.04	-1.01	0.319
NFKBIL1	0.0103	-0.0261	-1.02	-1.00	-1.03	0.0122
NFRKB	0.0150	0.0008	1.00	1.02	-1.02	0.957
NFS1	0.0157	0.0426	1.03	1.05	1.01	0.007
NFU1	0.0258	-0.0450	-1.03	1.00	-1.07	0.0823
NFX1	0.0152	0.0299	1.02	1.04	1.00	0.0499
NFYA	0.0201	0.0528	1.04	1.07	1.01	0.00899
NFYB	0.0270	-0.0008	-1.00	1.04	-1.04	0.977
NFYC	0.0221	-0.0160	-1.01	1.02	-1.04	0.468
NGB	0.0269	0.0255	1.02	1.06	-1.02	0.345
NGDN	0.0169	-0.0076	-1.01	1.02	-1.03	0.653
NGF	0.0145	-0.0080	-1.01	1.01	-1.03	0.578
NGFR	0.0188	0.0142	1.01	1.04	-1.02	0.453
NGFRAP1	0.0117	-0.0198	-1.01	1.00	-1.03	0.0906
NGLY1	0.0183	0.0042	1.00	1.03	-1.02	0.819
NGRN	0.0142	-0.0006	-1.00	1.02	-1.02	0.965
NHEJ1	0.0197	0.0157	1.01	1.04	-1.02	0.426
NHLH1	0.0137	-0.0042	-1.00	1.02	-1.02	0.757
NHP2	0.0131	-0.0187	-1.01	1.00	-1.03	0.157
NHP2L1	0.0230	0.0065	1.00	1.04	-1.03	0.778
NIF3L1	0.0167	-0.0146	-1.01	1.01	-1.03	0.382
NINJ1	0.0210	-0.0068	-1.00	1.02	-1.03	0.746
NINJ2	0.0345	-0.0549	-1.04	1.01	-1.09	0.113
NINL	0.0206	0.0254	1.02	1.05	-1.01	0.219
NIPA2	0.0138	0.0018	1.00	1.02	-1.02	0.895
NIPAL2	0.0143	-0.0257	-1.02	1.00	-1.04	0.0721
NIPAL3	0.0309	0.0083	1.01	1.05	-1.04	0.787
NIPBL	0.0189	0.0400	1.03	1.05	1.00	0.0353
NIPSNAP1	0.0125	0.0383	1.03	1.04	1.01	0.00233
NIPSNAP3B	0.0283	0.0463	1.03	1.07	-1.01	0.103
NISCH	0.0237	0.0522	1.04	1.07	1.00	0.0282
NIT1	0.0184	0.0225	1.02	1.04	-1.01	0.221
NIT2	0.0387	-0.0174	-1.01	1.04	-1.07	0.654
NKAIN1	0.0251	0.0099	1.01	1.04	-1.03	0.694
NKIRAS2	0.0220	0.0064	1.00	1.03	-1.03	0.771
NKRF	0.0198	-0.0212	-1.01	1.01	-1.04	0.286
NKTR	0.0211	0.0394	1.03	1.06	-1.00	0.0629
NKX2.2	0.0501	-0.0274	-1.02	1.05	-1.09	0.585
NKX2.5	0.0226	-0.0287	-1.02	1.01	-1.05	0.204
NKX3.1	0.0243	0.0096	1.01	1.04	-1.03	0.692
NLE1	0.0175	0.0122	1.01	1.03	-1.02	0.487
NLGN1	0.0295	-0.0088	-1.01	1.03	-1.05	0.766
NLGN3	0.0169	0.0024	1.00	1.02	-1.02	0.888
NLGN4X	0.0364	0.0347	1.02	1.08	-1.03	0.341
NLK	0.0328	0.0015	1.00	1.05	-1.04	0.963
NLRP1	0.0207	-0.0161	-1.01	1.02	-1.04	0.437
NLRP2	0.0615	0.0188	1.01	1.10	-1.07	0.76
NLRP3	0.0290	-0.0083	-1.01	1.03	-1.05	0.775
NLRX1	0.0160	0.0213	1.01	1.04	-1.01	0.183
NMB	0.0183	-0.0198	-1.01	1.01	-1.04	0.28
NMD3	0.0194	0.0136	1.01	1.04	-1.02	0.485
NME1	0.0235	-0.0192	-1.01	1.02	-1.05	0.414
NME3	0.0190	0.0556	1.04	1.07	1.01	0.00376
NME4	0.0167	0.0058	1.00	1.03	-1.02	0.726
NME5	0.0484	-0.0379	-1.03	1.04	-1.10	0.435
NME6	0.0198	0.0039	1.00	1.03	-1.02	0.846
NME7	0.0248	0.0104	1.01	1.04	-1.03	0.676
NMI	0.0328	-0.0615	-1.04	1.00	-1.09	0.062
NMNAT2	0.0259	0.0284	1.02	1.06	-1.02	0.274
NMRK1	0.0505	0.0253	1.02	1.09	-1.05	0.617
NMRK2	0.0357	0.0315	1.02	1.07	-1.03	0.381
NMT1	0.0279	0.0593	1.04	1.08	1.00	0.0346
NMT2	0.0256	0.0321	1.02	1.06	-1.01	0.21
NMU	0.0462	-0.1663	-1.12	-1.05	-1.19	0.000441
NNAT	0.0219	-0.0521	-1.04	-1.01	-1.07	0.018
NNMT	0.0418	0.0211	1.01	1.07	-1.04	0.615
NNT	0.0214	-0.0332	-1.02	1.01	-1.05	0.122
NOC2L	0.0146	0.0123	1.01	1.03	-1.01	0.4
NOC3L	0.0233	-0.0080	-1.01	1.03	-1.04	0.732
NOC4L	0.0149	-0.0181	-1.01	1.01	-1.03	0.224
NOD1	0.0173	0.0163	1.01	1.04	-1.01	0.347
NOL11	0.0199	0.0049	1.00	1.03	-1.02	0.807
NOL12	0.0204	-0.0152	-1.01	1.02	-1.04	0.457
NOL3	0.0199	0.0380	1.03	1.05	-1.00	0.0571
NOL4	0.0322	0.0549	1.04	1.09	-1.01	0.0887
NOL6	0.0193	0.0040	1.00	1.03	-1.02	0.837
NOL7	0.0174	-0.0305	-1.02	1.00	-1.05	0.0804
NOL8	0.0183	0.0063	1.00	1.03	-1.02	0.731
NOL9	0.0154	-0.0035	-1.00	1.02	-1.02	0.819
NOLC1	0.0126	0.0026	1.00	1.02	-1.02	0.836
NONO	0.0137	0.0182	1.01	1.03	-1.01	0.183
NOP10	0.0248	-0.0129	-1.01	1.03	-1.04	0.604
NOP14	0.0157	-0.0051	-1.00	1.02	-1.03	0.745
NOP16	0.0246	-0.0029	-1.00	1.03	-1.04	0.905
NOP2	0.0178	-0.0043	-1.00	1.02	-1.03	0.809
NOP56	0.0229	-0.0152	-1.01	1.02	-1.04	0.508
NOS1	0.0211	0.0163	1.01	1.04	-1.02	0.44
NOS1AP	0.0152	0.0349	1.02	1.05	1.00	0.0226
NOS3	0.0345	-0.0159	-1.01	1.04	-1.06	0.645
NOSIP	0.0188	0.0004	1.00	1.03	-1.03	0.985
NOTCH1	0.0234	-0.0309	-1.02	1.01	-1.05	0.188
NOTCH3	0.0328	-0.0706	-1.05	-1.00	-1.10	0.0322
NOTCH4	0.0186	-0.0469	-1.03	-1.01	-1.06	0.012
NOV	0.0326	-0.0589	-1.04	1.00	-1.09	0.0714
NOVA1	0.0221	-0.0380	-1.03	1.00	-1.06	0.0864
NOVA2	0.0161	0.0196	1.01	1.04	-1.01	0.226
NOX5	0.0171	-0.0253	-1.02	1.01	-1.04	0.14
NPAP1	0.0164	-0.0098	-1.01	1.02	-1.03	0.552
NPAS2	0.0403	-0.0366	-1.03	1.03	-1.08	0.365
NPAS3	0.0339	0.0600	1.04	1.09	-1.00	0.0777
NPAT	0.0196	0.0395	1.03	1.06	1.00	0.0449
NPC1	0.0315	0.0073	1.01	1.05	-1.04	0.816
NPC1L1	0.0202	0.0108	1.01	1.04	-1.02	0.595
NPC2	0.0237	-0.0043	-1.00	1.03	-1.04	0.855
NPDC1	0.0183	0.0164	1.01	1.04	-1.01	0.371
NPEPPS	0.0210	0.0093	1.01	1.04	-1.02	0.658
NPFF	0.0158	-0.0152	-1.01	1.01	-1.03	0.338
NPFFR1	0.0196	0.0014	1.00	1.03	-1.03	0.941
NPHP4	0.0206	0.0062	1.00	1.03	-1.02	0.765
NPHS2	0.0167	-0.0274	-1.02	1.00	-1.04	0.101
NPL	0.0415	0.1043	1.07	1.14	1.02	0.0132
NPLOC4	0.0125	0.0127	1.01	1.03	-1.01	0.31
NPM1	0.0207	0.0259	1.02	1.05	-1.01	0.212
NPM3	0.0182	-0.0167	-1.01	1.01	-1.04	0.358
NPPA	0.0175	-0.0467	-1.03	-1.01	-1.06	0.00802
NPR1	0.0140	0.0294	1.02	1.04	1.00	0.0365
NPR2	0.0164	-0.0079	-1.01	1.02	-1.03	0.628
NPR3	0.0177	0.0177	1.01	1.04	-1.01	0.319
NPRL2	0.0131	-0.0042	-1.00	1.02	-1.02	0.748
NPRL3	0.0223	0.0132	1.01	1.04	-1.02	0.556
NPTN	0.0259	-0.0070	-1.00	1.03	-1.04	0.788
NPTX1	0.0278	0.0142	1.01	1.05	-1.03	0.611
NPTX2	0.0710	-0.1340	-1.10	1.00	-1.21	0.0603
NPTXR	0.0385	-0.0365	-1.03	1.03	-1.08	0.344
NPY	0.0711	-0.1585	-1.12	-1.01	-1.23	0.0267
NPY1R	0.0382	0.1428	1.10	1.16	1.05	0.00022
NPY5R	0.0304	0.0099	1.01	1.05	-1.04	0.745
NPY6R	0.0144	0.0046	1.00	1.02	-1.02	0.748
NQO1	0.0302	0.0290	1.02	1.06	-1.02	0.336
NQO2	0.0370	0.0566	1.04	1.09	-1.01	0.127
NR0B2	0.0156	0.0001	1.00	1.02	-1.02	0.993
NR1D1	0.0295	0.0334	1.02	1.07	-1.02	0.258
NR1D2	0.0501	-0.0903	-1.06	1.01	-1.14	0.0726
NR1H2	0.0221	-0.0117	-1.01	1.02	-1.04	0.598
NR1H3	0.0194	-0.0276	-1.02	1.01	-1.05	0.155
NR2C1	0.0153	0.0105	1.01	1.03	-1.01	0.493
NR2E1	0.0368	0.0619	1.04	1.10	-1.01	0.0939
NR2F1	0.0245	0.0186	1.01	1.05	-1.02	0.449
NR2F2	0.0410	-0.0547	-1.04	1.02	-1.10	0.183
NR2F6	0.0154	0.0011	1.00	1.02	-1.02	0.943
NR3C1	0.0268	-0.0385	-1.03	1.01	-1.07	0.153
NR3C2	0.0339	0.0765	1.05	1.10	1.01	0.0246
NR4A1	0.0450	-0.0961	-1.07	-1.01	-1.14	0.0335
NR4A2	0.0713	-0.1206	-1.09	1.01	-1.20	0.0916
NR4A3	0.0492	-0.0656	-1.05	1.02	-1.12	0.184
NR5A1	0.0238	0.0203	1.01	1.05	-1.02	0.394
NR6A1	0.0136	0.0072	1.01	1.02	-1.01	0.597
NRAS	0.0220	0.0119	1.01	1.04	-1.02	0.589
NRBF2	0.0227	-0.0378	-1.03	1.00	-1.06	0.0972
NRBP1	0.0188	0.0053	1.00	1.03	-1.02	0.777
NRCAM	0.0183	-0.0094	-1.01	1.02	-1.03	0.608
NRD1	0.0172	0.0039	1.00	1.03	-1.02	0.819
NREP	0.0284	-0.0932	-1.07	-1.03	-1.11	0.00117
NRF1	0.0177	0.0393	1.03	1.05	1.00	0.0276
NRG1	0.0307	0.0422	1.03	1.07	-1.01	0.171
NRGN	0.0192	-0.0124	-1.01	1.02	-1.04	0.517
NRIP1	0.0294	0.0146	1.01	1.05	-1.03	0.62
NRIP2	0.0222	-0.0178	-1.01	1.02	-1.04	0.424
NRIP3	0.0351	0.0005	1.00	1.05	-1.05	0.988
NRL	0.0144	0.0037	1.00	1.02	-1.02	0.795
